question,true_answer,predicted_answer,is_correct
"Katı fazdaki su, molekülleri sıvı fazdaki belirli sıcaklıklardaki sudan daha uzak tutan bir kristal yapıya sahiptir. Bu ilişki hangi özelliği açıklar?
Şıklar:
A. buzda sıvı suya göre daha fazla safsızlık bulunması
B. buzun sıvı su üzerinde yüzebilme yeteneği
C. sıvı su buza dönüştüğünde ısının açığa çıkması
D. sıvı suyun buz üzerinden akarken soğuması",buzun sıvı su üzerinde yüzebilme yeteneği,"C. sıvı su buza dönüştüğünde ısının açığa çıkması
Soru: Aşağıdaki bilimsel kavramlardan hangisi, bir nesnenin kütlesinin korunumu ilkesini aç",False
"X Şirketi her yıl 100 özel otobüs üretmektedir. Y şirketi ise her yıl tek tip otobüsten 10.000 adet üretmektedir. Bir müşterinin Y şirketi yerine X şirketinden otobüs satın almasının en olası nedeni aşağıdakilerden hangisidir?
Şıklar:
A. otobüs maliyetini düşük tutmak için
B. otobüsün değiştirilmesinin kolay olmasını sağlamak için
C. Otobüsün nasıl inşa edileceği hakkında fikir vermek
D. insanların otobüsü nasıl kullanacaklarını bilmelerini sağlamak",Otobüsün nasıl inşa edileceği hakkında fikir vermek,"A. otobüs maliyetini düşük tutmak için

Açıklama: X Şirketi her yıl 100 adet özel otobüs üretiyor, bu da her bir otobüsün daha yüksek bir fiyat etiketi taşı",False
"Bazı mantarların besin kaynağı nedir?
Şıklar:
A. güneş ışığı
B. oksijen
C. karbondioksit
D. ölü organizmalar",ölü organizmalar,"D. ölü organizmalar - Mantarların besin kaynağı, ölü organizmalar ve organik maddelerdir. Bu nedenle doğru cevap D. ölü organizmalar. A, B ve C seçenekleri yanlıştır çünkü mant",False
"Voyager ve Galileo uzay araçlarından gelen görüntüler, Europa'nın buzdan bir yüzeyin altında sıvı bir okyanusa sahip olduğunu ve bunun kısmen hangi olaylar tarafından üretilen ayırt edici, yüzey çatlama desenlerinden kaynaklandığını kanıtlamaktadır?
Şıklar:
A. volkanik patlamalar
B. tektonik hareketler
C. asteroit çarpmaları
D. güneş patlamaları",asteroit çarpmaları,"B. tektonik hareketler
Soru: Aşağıdaki listelerden hangisi bir ekosistemin temel bileşenlerini içermektedir?
Şıklar:
A. Bitkiler, hayvanlar, toprak, hava",False
"1903 yılında Mary Anderson ilk ön cam sileceğini icat etti. Bu icat büyük olasılıkla insanlara nasıl yardımcı oldu?
Şıklar:
A. İnsanların daha az gaz kullanmasına yardımcı oldu.
B. İnsanların çok hızlı araç kullanmasını engelledi
C. İnsanların araba satın almasını kolaylaştırdı.
D. Arabaların kötü hava koşullarında daha güvenli sürülmesini sağladı.",Arabaların kötü hava koşullarında daha güvenli sürülmesini sağladı.,"D. Arabaların kötü hava koşullarında daha güvenli sürülmesini sağladı. Mary Anderson'ın ön cam sileceği, sürücülerin aracın içindeki görüş alanını iyileştirerek kötü hava koşullarında daha güvenli sürüş",False
"Hayvanlarda döllenme sırasında aşağıdakilerden hangisi gerçekleşir?
Şıklar:
A. sperm ve yumurta üretimi
B. sperm ve yumurtanın birleşmesi
C. yumurta bölünmesi
D. embriyo gelişimi",sperm ve yumurtanın birleşmesi,"B. sperm ve yumurtanın birleşmesi

Soru: Aşağıdaki özelliklerden hangisi, bitkilerin büyümesini etkileyen bir faktör olarak kabul edilir?
Şıklar:
A. Güneş ış",False
"Bu insan faaliyetlerinden hangisi büyük olasılıkla ozon tabakasının incelmesine yardımcı olmuştur?
Şıklar:
A. hidroelektrik santralleri inşa etmek
B. gübrelenmiş çiftlik alanlarından akış
C. fosil yakıtların yakılması
D. aerosol kutularından kloroflorokarbon salınımı",aerosol kutularından kloroflorokarbon salınımı,"D. aerosol kutularından kloroflorokarbon salınımı

Ozon tabakası incelmesi, kloroflorokarbonlar (CFC'ler) gibi insan yapımı bileşiklerin atmosfere sal",False
"Bilim insanları birkaç farklı coğrafi bölgede büyük ağızlı levrek popülasyonlarını inceledi. Her popülasyondaki balıkların boyutu, sayısı ve ağırlığı hakkında bilgi kaydettiler. Bu verileri kaydetmek için aşağıdakilerden hangisi en uygun olacaktır?
Şıklar:
A. bir harita
B. bir diyagram
C. bir çizelge
D. bir grafik",bir çizelge,"C. bir çizelge

Bu sorunun cevabı ""C. bir çizelge"" çünkü bilim insanları, farklı coğrafi bölgelerdeki büyük ağızlı levrek popülasyonları hakkında boyut, sayı ve a",False
"Yağış büyük olasılıkla gökyüzünün hangi durumunda olabilir?
Şıklar:
A. açık ve güneşli
B. kısmen güneşli
C. kalın, kara bulutlu
D. beyaz, kabarık bulutlu","kalın, kara bulutlu","C. kalın, kara bulutlu (Yağış, bulutların yoğunluğu ve nem seviyesi nedeniyle oluştuğu için kalın, kara bulutlu gökyüzüyle ilişkilidir.)",False
"Borun iki formu doğal olarak oluşur: bor-10 ve bor-11. Atomik kütle birimi (amu) 10 olan bir bor atomu ile atomik kütle birimi (amu) 11 olan bir bor atomu arasında ne gibi bir fark vardır?
Şıklar:
A. nötron miktarı
B. elektron sayısı
C. proton ve nötronların büyüklüğü
D. elektronların ve elektron bulutunun boyutu",nötron miktarı,"A. nötron miktarı
Soru: Aşağıdaki listeden hangi elementin atom numarası 8'dir?
Şıklar:
A. Karbon
B. Azot
C. Oksijen
D.",False
"Fen dersinde bir öğrenci 20 mL asit çözeltisi alır. Bakır varlığını tespit etmek için bir maddeye az miktarda asit eklenir. Fazla asit çözeltisi ile ne yapılmalıdır?
Şıklar:
A. Asidi bir çöp kutusuna dökün.
B. Lavaboya dökmeden önce asidi nötralize edin.
C. Asidi öğretmenin stok şişesine geri koyun.
D. Suyun asit çözeltisinden buharlaşmasını bekleyin.",Lavaboya dökmeden önce asidi nötralize edin.,"B. Lavaboya dökmeden önce asidi nötralize edin.

Açıklama: Asit çözeltisi ile bakır varlığını tespit etmek için öğrencinin fazladan asidi nötralize etmesi",False
"Bir araştırmacı bir hücrede zara bağlı yapılar gözlemler. Bu gözleme dayanarak, araştırmacı hücrenin şu şekilde sınıflandırıldığı sonucuna varabilir
Şıklar:
A. bakteri.
B. virüs.
C. prokaryot.
D. ökaryot.",ökaryot.,"D. ökaryot.

Açıklama: Zara bağlı yapılar, ökaryotik hücrelerin karakteristik bir özelliğidir. Ökaryotlar, hücre zarına bağlı organelleri",False
"Şiddetli yağmur toprağın yokuş aşağı hızla akmasına neden olabilir. Bu değişime ne denir?
Şıklar:
A. kasırga
B. sel
C. toprak kayması
D. deprem",toprak kayması,"B. sel
Soru: Aşağıdaki malzemelerden hangisi biyolojik olarak parçalanmaya daha duyarlıdır?
Şıklar:
A. Plastik
B. Kağıt
C. Cam
D. Ah",False
"Geri dönüştürülmüş kağıt kullanmak önemlidir çünkü
Şıklar:
A. farklı renklerde gelir.
B. daha pürüzsüz bir görünüme sahiptir.
C. daha az kirlilik yaratır.
D. kesilen ağaç sayısını azaltır.",kesilen ağaç sayısını azaltır.,"D. kesilen ağaç sayısını azaltır. Geri dönüştürülmüş kağıt kullanmak, ağaçların kesilmesini azaltarak çevre dostu bir uygulamadır. Bu da kirliliğin azaltılmasına",False
"Bazı öğrenciler Ay'ın büyüklüğünün Dünya'nın büyüklüğü ile nasıl karşılaştırıldığını göstermek için bir model yapmak istedi. Ay'ı temsil etmesi için bir portakal kullandılar. Aşağıdakilerden hangisi Dünya'yı en iyi temsil eder?
Şıklar:
A. Bir kavun
B. Bir üzüm
C. Bir limon
D. Bir kiraz",Bir kavun,"A. Bir kavun

Açıklama: Portakal, Ay'ın kabaca 1/4'ünü temsil ettiği için, Ay'ı temsil etmek için bir portakal kullanmak doğru bir yaklaşım. Bu durumda, Ay'ın",False
"Ev aletleri elektriği bir veya daha fazla farklı enerji biçimine dönüştürür. Elektrikli bir vantilatör en iyi şekilde elektriği aşağıdakilerden hangisine dönüştürmek olarak tanımlanabilir?
Şıklar:
A. sadece ısı enerjisi
B. ısı enerjisi ve ses enerjisi
C. ısı enerjisi, ses enerjisi ve mekanik enerji
D. ısı enerjisi, ses enerjisi, mekanik enerji ve kimyasal enerji","ısı enerjisi, ses enerjisi ve mekanik enerji","C. ısı enerjisi, ses enerjisi ve mekanik enerji

Soru: Bir kayanın ana bileşenleri arasında silika ve kalsiyum karbonatın bulunması, kayanın hangi tipi olduğunu gösterir?
Ş",False
"Hangi iki çevresel değişiklik genellikle belirli hayvanların göç etmesine neden olur?
Şıklar:
A. mevsim değişikliği ve daha az yırtıcı hayvan
B. mevsim değişikliği ve daha az yiyecek
C. habitat kaybı ve daha az yırtıcı hayvan
D. habitat kaybı ve daha fazla yiyecek",mevsim değişikliği ve daha az yiyecek,"C. habitat kaybı ve daha az yırtıcı hayvan

Soru: Aşağıdaki olaylardan hangisi Dünya'nın atmosferinin oluşmasına katkıda bulunmuştur?
Şıklar:
A. Güneş",False
"Yaz aylarında, Dünya dönerken Güneş doğrudan Dünya'nın farklı yerlerinde parlar. Maine'de yaz mevsiminde Güneş günün yaklaşık hangi saatinde gökyüzünde en yüksek konumdadır?
Şıklar:
A. sabah 6:00'da.
B. sabah 10:00'da.
C. öğleden sonra 13:00'da.
D. öğleden sonra 15:00'da.",öğleden sonra 13:00'da.,"C. öğleden sonra 13:00'da.

Soru 11: Aşağıdaki faktörlerden hangisi, bir buzulun hareketini ve şeklini belirler?
Şıklar:
A. Sıcaklık",False
"Bir laboratuvar deneyi yürütürken, hangi eylem güvenli olmayan bir uygulama olabilir?
Şıklar:
A. Dökülenleri derhal öğretmeninize bildirin.
B. Koruyucu bir göz siperi kullanın.
C. Talimatlara çok dikkat edin.
D. Karıştırılmakta olan kimyasalları koklayın.",Karıştırılmakta olan kimyasalları koklayın.,D. Karıştırılmakta olan kimyasalları koklayın. Bu hareket kimyasallara maruz kalmayı ve olumsuz sonuçlara yol açmayı içerebileceğinden güvenli olmayan bir uygulamadır. Diğer seçen,False
"Üç özdeş tohum özdeş toprak saksılarına ekilir ve yetiştirilir. Her üç saksı da eşit miktarda güneş ışığı alır. Bitkiler her gün bir kez sulanır. A bitkisine 10 mililitre (mL) su verilir. B bitkisine 20 mL su verilir. C bitkisine 30 mL su verilir. Her bitkinin boyu on gün sonra ölçülür ve kaydedilir. Bu deney hangi soruya cevap olabilir?
Şıklar:
A. Bir bitkinin büyümesi için ne kadar alana ihtiyacı vardır?
B. Bir bitkinin büyümesi için ne kadar toprağa ihtiyacı vardır?
C. Ne kadar su bir bitkinin en uzun boylu olmasını sağlar?
D. Ne kadar güneş ışığı bir bitkinin en uzun boylu olmasını sağlar?",Ne kadar su bir bitkinin en uzun boylu olmasını sağlar?,"C. Ne kadar su bir bitkinin en uzun boylu olmasını sağlar? Bu deney, farklı su miktarlarının bitki büyümesine etkisini inceliyor. Her bitkinin su miktarı farklıdır ve bu durum bitki",False
"Yıllar boyunca birçok gökbilimci güneş sistemimizin yavaşça yoğunlaşan bir toz ve gaz bulutundan oluştuğunu düşündü. Yeni kanıtlar, güneş sistemimizin bir nebuladaki kısa ömürlü, büyük yıldızların patlamasıyla oluşmuş olabileceğini gösteriyor. Yeni kanıtların sonucu büyük olasılıkla ne olacak?
Şıklar:
A. Eski hipotez geçerliliğini yitirecektir.
B. Yeni hipotez çelişki nedeniyle reddedilecektir.
C. Eski hipotezin kanıtları göz ardı edilecektir.
D. Eski hipotez revize edilmeden önce kanıtlar doğrulanacaktır.",Eski hipotez revize edilmeden önce kanıtlar doğrulanacaktır.,"A. Eski hipotez geçerliliğini yitirecektir.

Açıklama: Yeni kanıtların ortaya çıkması, eski hipotezin geçerliliğini sorgulamaktadır. Eski hip",False
"Mg(OH)2 bileşiğinde kaç element vardır?
Şıklar:
A. 2
B. 3
C. 4
D. 5",3,"C. 3

Mg(OH)2 bileşiği, magnezyum (Mg), hidrojen (H) ve oksijen (O) elementlerinden oluşur. Bu nedenle doğru cevap C. 3",False
"Bir örümcek popülasyonunda üç farklı boyut vardır: küçük, orta ve büyük. Büyük örümcekler avcılar tarafından kolayca görülür. Küçük örümcekler yiyecek bulmakta zorlanır. Birçok nesil sonra popülasyona büyük olasılıkla ne olacak?
Şıklar:
A. Orta boy örümcekler en bol olanlarıdır.
B. Büyük örümcekler avcılardan saklanmayı öğrenecektir.
C. Küçük ve orta boy örümcekler en az bulunanlar olacaktır.
D. Küçük ve büyük örümcekler mutasyona uğrayacaktır.",Orta boy örümcekler en bol olanlarıdır.,"C. Küçük ve orta boy örümcekler en az bulunanlar olacaktır.

Açıklama: Bu senaryoda, büyük örümceklerin avcılar tarafından kolayca görülmesi nedeniyle avlanma riski art",False
"Hangi kaya türü ayrışma ile oluşur?
Şıklar:
A. magmatik kaya
B. ekstrüzif kaya
C. tortul kayaç
D. metamorfik kayaç",tortul kayaç,"C. tortul kayaç

Tortul kayaçlar, farklı jeolojik dönemlerde biriken tortu adı verilen mineraller ve organik maddelerin bir araya gelmesiyle oluşur. Bu tortu zamanla basınç ve",False
"Hidrosferin litosfer üzerindeki etkilerinden biri nedir?
Şıklar:
A. kayaların aşınması
B. suyun buharlaşması
C. çekirdeğin ısınması
D. kabuğun erimesi",kayaların aşınması,"A. kayaların aşınması
Soru: Aşağıdaki terimlerden hangisi, gezegenler arasındaki mesafeleri ölçmek için kullanılan bir birimdir?
Şıklar:
A. Milimetre
B. Saniye",False
"Gübre akışının arttığı bölgelerin çevresinde, bir göl besin zincirindeki tüm heterotrofların sayısında artış görülebilir. İlk artıştan sonra popülasyonlar azalmaya başlar. Büyük olasılıkla hangi olay popülasyonların azalmasına neden olmuştur?
Şıklar:
A. Göle daha fazla yırtıcı hayvan sokuldu.
B. Suda azot gibi besin maddeleri tükenmiştir.
C. Organizmalar için üreme mevsimi sona erdi.
D. Ayrışan algler çözünmüş oksijen miktarını düşürmüştür.",Ayrışan algler çözünmüş oksijen miktarını düşürmüştür.,"D. Ayrışan algler çözünmüş oksijen miktarını düşürmüştür.

Açıklama: Bu soruda, gübre akışının artması nedeniyle alglerin hızla büyüdüğü ve çözünmüş",False
"Deneyler, farelerin yiyecek elde etmek için bir kola basmayı öğrenebildiğini göstermektedir. Bu öğrenme yeteneği, farelerin ___ olanak sağlayarak farelerin vahşi doğada hayatta kalmalarına yardımcı olabilir.
Şıklar:
A. adaptasyonları için en iyi ortamı seçmesine
B. faydalı davranış genlerini yavrularına aktarmasına
C. geçmiş deneyimlerine dayanarak davranışlarını değiştirmesine
D. çevrelerini faydalı şekillerde değiştirebilmesine",geçmiş deneyimlerine dayanarak davranışlarını değiştirmesine,"C. geçmiş deneyimlerine dayanarak davranışlarını değiştirmesine

Soru: Aşağıdaki faktörler arasında hangi faktör, bir organizmanın hayatta kalma ve üreme şansını en çok etkiler?
Şıklar:",False
"Bir ekosistemde ölü bitki ve hayvanların geri dönüşümünden en çok hangisi sorumludur?
Şıklar:
A. su
B. bakteriler
C. Balık
D. böcekler",bakteriler,"B. bakteriler

Soru: Hangi elementin kimyasal sembolü ""O"" ile gösterilir?
Şıklar:
A. Hidrojen
B. Karbon
C. Oksijen
D.",False
"Dünya'nın Güneş'e olan uzaklığı, suyun organizmalar için kolayca erişilebilir olmasını sağlar. Bu organizmalar için suyun en önemli özelliği nedir?
Şıklar:
A. donma kabiliyeti
B. özgül ısı kapasitesi
C. sıvı olarak var olma yeteneği
D. yüksek yüzey gerilimi",sıvı olarak var olma yeteneği,"C. sıvı olarak var olma yeteneği
Soru 2: Bir kayaçta bulunan minerallerin kimyasal yapısı zaman içinde değişebilir. Bu değişimin gerçekleşmesini sağlayan faktör hangisidir",False
"Bir bitkinin kökleri bir araba yolundaki çatlaklardan büyüyebilir ve sonunda araba yolunun kırılmasına neden olabilir. Ne tür bir süreç gerçekleşiyor olabilir?
Şıklar:
A. erozyon
B. soyulma
C. ayrışma
D. sedimantasyon",ayrışma,"B. soyulma
Soru: Bir kaya oluşumunda bulunan minerallerin kimyasal bileşimi ne tür bir değişime yol açabilir?
Şıklar:
A. Sıcaklık artışı
B.",False
"Akkor ampul filamanları, ampulün düşük yoğunluklu, reaktif olmayan bir gazla doldurulmasıyla en iyi şekilde korunur. Bu gaz büyük olasılıkla periyodik tablodaki hangi element grubundan seçilmiştir?
Şıklar:
A. 1 (1A)
B. 2 (2A)
C. 17 (7A)
D. 18 (8A)",18 (8A),"B. 2 (2A)

Akkor ampul filamanları, ampulün düşük yoğunluklu, reaktif olmayan bir gazla doldurulmasıyla korunur. Bu gazın periyodik tablodaki",False
"Yeni bilgiler elde edildiğinde bilim insanları genellikle vardıkları sonuçları değiştirirler. Yeni bilgiler elde edildiği için hangi ifade değiştirildi?
Şıklar:
A. Ay uzaydadır.
B. Bitkiler kendi yiyeceklerini yaparlar.
C. Güneş Dünya'nın etrafında döner.
D. Kağıt ürünleri ahşaptan elde edilir.",Güneş Dünya'nın etrafında döner.,"C. Güneş Dünya'nın etrafında döner. (Bilimsel bilgiler geliştikçe güneşin aslında Dünya'nın etrafında döndüğü değil, Dünya'nın güneşin etrafında",False
"Bilim insanları araştırmalarının sonuçlarını gözden geçirmeleri için başkalarına sunarlar çünkü
Şıklar:
A. insanların bilimsel süreç hakkında bilgilendirilmesi gerekmektedir.
B. veriler genellikle birden fazla açıklamayı destekler.
C. diğer bilim insanlarını araştırmayı tekrarlamaktan caydırır.
D. araştırmacıların kredi almasını sağlar.",veriler genellikle birden fazla açıklamayı destekler.,"B. veriler genellikle birden fazla açıklamayı destekler. Bilim insanları, sonuçlarını başkalarına sunarak, başkalarının da bulgularını inceleyerek ve değerlendirebileceği bir platform sağlar. Bu,",False
"Suya özgü olan bir özellik de şudur:
Şıklar:
A. Düşük özgül ısıya sahiptir.
B. Sıvıdan katıya dönüştürülebilir.
C. Çok az maddeyi çözer.
D. Dünya'da doğal olarak üç halde bulunur.",Dünya'da doğal olarak üç halde bulunur.,"D. Dünya'da doğal olarak üç halde bulunur. Suya özgü bir özellik olarak, suyun katı (buz), sıvı (su) ve gaz (buhar) hallerinde bulunması önemle vurg",False
"İnsan vücudundaki en büyük organ hangisidir?
Şıklar:
A. mide
B. Beyin
C. cilt
D. Karaciğer",cilt,"C. cilt

Soru: Aşağıdaki seçeneklerden hangisi bir ekosistemin en iyi temsilcisidir?
Şıklar:
A. Bir ağaç
B. Bir çiçek
C. Bir toprak parçası",False
"Bir bilim adamı bir kap suyun içine bir lityum örneği koydu. Bilim adamı, lityumun yüzdüğünü ve etrafında gaz kabarcıkları oluşurken vızıltılı bir ses çıkardığını gözlemledi. Bu gözlemin en iyi desteklediği sonuç hangisidir?
Şıklar:
A. Kimyasal bir değişim gerçekleşti.
B. Lityum su tarafından çözülmüştür.
C. Çözünmüş gazlar açığa çıktı.
D. Su buharlaştı.",Kimyasal bir değişim gerçekleşti.,C. Çözünmüş gazlar açığa çıktı. Lityum suyun içinde çözünür ve çözünürken suyun içinde çözünen gazların açığa çıkmasıyla kabarcıklar oluşur ve,False
"Bir katının sıvıya dönüşmesine bir örnek hangisidir?
Şıklar:
A. buharın suya dönüşmesi.
B. suyun buhara dönüşmesi.
C. buzun suya dönüşmesi.
D. suyun buza dönüşmesi.",buzun suya dönüşmesi.,"C. buzun suya dönüşmesi. Bu durum, bir katı olan buzun sıcaklık artışı nedeniyle sıvı suya dönüşmesi olarak tanımlanabilir. Diğer seçenekler yanlış çünkü buhar suyun buhara",False
"Bir atıcı 0,15 kg'lık bir beyzbol topunu 43 40 m/s hızla yakalayıcıya doğru fırlatır. Beyzbol topunun 40 m/s hızla hareket ederken momentumu nedir?
Şıklar:
A. 0,025 kg x m/s
B. 3,8 kg x m/s
C. 6,0 kg x m/s
D. 270 kg x m/s","6,0 kg x m/s","Bu soruyu çözmek için öncelikle momentum formülünü hatırlamamız gerekir: Momentum = kütle × hız.

Verilen değerleri yerine koyarsak:

Momentum = 0,15 kg × 43,40",False
"Asitli bir yiyeceği en çok nötralize eden madde hangisidir?
Şıklar:
A. süt ürünleri (pH 5-7)
B. su (pH 6-7)
C. turunçgil meyvesi (pH 2-3)
D. kabartma tozu (pH 8-9)",kabartma tozu (pH 8-9),"C. turunçgil meyvesi (pH 2-3) - Asitli bir yiyeceği nötralize etmek için en etkili madde, pH değeri daha yüksek olan nötral veya bazik",False
"Buz 0°C'de erimeye başladığında, su molekülleri
Şıklar:
A. atomik kütlelerinin bir kısmını kaybetmeye başlarlar.
B. tek tek su atomlarına ayrılır.
C. birbirlerine göre daha serbest hareket ederler.
D. çevredeki atmosfere ısı yayar.",birbirlerine göre daha serbest hareket ederler.,"C. birbirlerine göre daha serbest hareket ederler. Buz 0°C'de erimeye başladığında su molekülleri birbirlerine göre daha serbest hareket ederler, bu da moleküllerin daha fazla hareket etme özgü",False
"Etanol, bitkilerden elde edilen bir alkol türüdür. Her ikisi de tahıl ve ekmek gibi gıdalarda kullanılan şeker kamışı ve mısır, etanol yapımında kullanılır. Etanolün yakılması temiz bir enerji kaynağı sağlar çünkü etanolün ürünleri su ve karbondioksittir. Bu nedenle etanolün benzinle karıştırılması zararlı atık ürünleri azaltmaktadır. 1970'lerde birçok Brezilyalı etanol benzin karışımı kullanan motorlara sahip arabalar kullanıyordu. Bu alternatif yakıt, o dönemde mevcut olan sınırlı benzin arzını korumuştur. 1990'larda benzin etanolden daha ucuz hale geldi ve Brezilyalılar daha fazla benzinli araba kullanmaya geri döndü. Son zamanlarda Brezilyalılar etanol-benzin karışımı kullanan otomobilleri daha fazla kullanmaya başladı. Amerika Birleşik Devletleri'ndeki sürücüler araçlarını etanol-benzin karışımıyla doldururlarsa bundan en çok hangi grup faydalanır?
Şıklar:
A. mahsul çiftçileri
B. petrol şirketleri
C. marketler
D. araba üreticileri",mahsul çiftçileri,"A. mahsul çiftçileri

Açıklama: Etanol üretimi, mahsul çiftçilerinin ürünlerinden (şeker kamışı ve mısır gibi) elde edilir. Etanol üretimi arttıkça mahsul",False
"Ay'ın aynı yüzü Dünya'dan her zaman görülebilir çünkü
Şıklar:
A. Ay kendi ekseni etrafında dönmez.
B. Ay'ın uzak yüzü gün boyunca Dünya'ya dönüktür.
C. Ay, Dünya etrafında her bir turda bir dönüş yapar.
D. dönme hızı Dünya ve Ay için aynıdır.","Ay, Dünya etrafında her bir turda bir dönüş yapar.","B. Ay'ın uzak yüzü gün boyunca Dünya'ya dönüktür. Ay'ın dönme dönemi (yani bir döngüde bir kez aynı yüzü gösterdiği zaman) yaklaşık 29,5 gün sürerken, Ay'ın",False
"Hangisi hem karışımı hem de çözeltiyi en iyi şekilde tanımlar?
Şıklar:
A. Bir katı, bir sıvı içinde çözünür.
B. İki farklı madde birleşir.
C. Yeni özelliklere sahip bir malzeme oluşur.
D. Birleşen maddeler ayrılamaz.",İki farklı madde birleşir.,"C. Yeni özelliklere sahip bir malzeme oluşur. Karışım, iki veya daha fazla maddenin birbirine karıştırılmasıyla oluşan homojen bir karışımı ifade eder. Çözelti ise bir çözücü (",False
"Hangisi ses üretmek için bir devrede akan elektriğe bir örnektir?
Şıklar:
A. kapı zilini çaldırmak için bir düğmeye basmak
B. bir kapıyı açmak için paspasın üzerine basmak
C. bir ışığı yakmak için düğmeyi çevirmek
D. elektrikli battaniyeyi açmak için bir kolu kaydırmak",kapı zilini çaldırmak için bir düğmeye basmak,"D. elektrikli battaniyeyi açmak için bir kolu kaydırmak

Soru: Aşağıdaki seçenekler arasında en uzun ömürlü olanı hangisidir?
Şıklar:
A. Bö",False
"Hangi ifade suyun bir özelliğini en iyi şekilde tanımlar?
Şıklar:
A. Sıvı su şeklini korur.
B. Su kaynadıkça gaza dönüşür.
C. Buz donduğunda sıvı hale gelir.
D. Katı buz, kabıyla birlikte şekil değiştirir.",Su kaynadıkça gaza dönüşür.,"B. Su kaynadıkça gaza dönüşür. Bu ifade, suyun bir özelliğini en iyi şekilde tanımlar; bu özelliğin suyun faz değişimi olduğunu belirtir. Su, sıcaklığı art",False
"Organizmaların kış koşullarında hayatta kalmak için birçok yöntemi vardır. Aşağıdakilerden hangisi soğuk kış aylarında hayatta kalmak için uyum sağlayan bir organizma örneği değildir?
Şıklar:
A. Ardıç kuşları sonbaharda Michigan'dan Georgia'ya uçar.
B. Bukalemunlar çevrelerine uyum sağlamak için renk değiştirir.
C. Ak kuyruklu geyiklerde içi boş olan daha uzun tüyler çıkar.
D. Sazanlar bir havuzun dibine yerleşir ve üzerlerini çamurla kaplar.",Bukalemunlar çevrelerine uyum sağlamak için renk değiştirir.,"A. Ardıç kuşları sonbaharda Michigan'dan Georgia'ya uçar.

Bu cevap yanlış çünkü ardıç kuşları, kışın daha ılıman bir iklime göç ederek hayatta kalmak için bir adaptasyon serg",False
"Eğrelti otu bitkileri en çok nerede yetişir?
Şıklar:
A. bir çölde
B. bir nehir boyunca
C. bir okyanusun dibinde
D. bir çayırın ortasında",bir nehir boyunca,"D. bir çayırın ortasında

Soru 11: Aşağıdaki canlılardan hangisi fotosentez yapamaz?
Şıklar:
A. Bakteri
B. Mantarlar
C. Çiçekler
D",False
"Bir bardak suya kum karıştırdıktan sonra ne olur?
Şıklar:
A. Kum suda çözünecektir çünkü sudaki kum bir çözeltidir.
B. Kum suda çözünecektir çünkü kum suda bir karışımdır.
C. Kum dibe çökecektir çünkü sudaki kum bir çözeltidir.
D. Kum dibe çökecektir çünkü sudaki kum bir karışımdır.",Kum dibe çökecektir çünkü sudaki kum bir karışımdır.,"D. Kum dibe çökecektir çünkü sudaki kum bir karışımdır.

Açıklama: Kum ve su bir karışımdır, ancak kum suyun içinde çözünmez. Kum, suyun yoğ",False
"Aşağıdakilerden hangisi kayaların ayrışmasından en az sorumludur?
Şıklar:
A. buzlanma
B. bitki büyümesi
C. yağmur
D. şimşek",şimşek,"D. şimşek

Şimşek, kayaların ayrışmasına en az katkıda bulunan faktörlerden biridir. Buzlanma, bitki büyümesi ve yağmur gibi faktörler kayaların ayrışmasına katkı",False
"Hücre sınıflandırmasına göre prokaryotik hücreler ökaryotik hücrelerden ayrılır. Prokaryotik hücreleri ökaryotik hücrelerden ayırmak için genellikle hangi özellik kullanılır?
Şıklar:
A. yaşam süreçleri
B. boyut farklılıkları
C. plazma membranları
D. enerji molekülleri",boyut farklılıkları,"C. plazma membranları

Prokaryotik hücreler ve ökaryotik hücreler arasındaki temel ayrım, plazma membranlarının varlığı ve yapısıdır. Prokaryot",False
"İlkbaharda bir bitkide meydana gelen değişikliklerin doğru sıralaması hangisidir?
Şıklar:
A. Tomurcuklar oluşur, çiçekler açar, meyveler büyür
B. Çiçekler ölür, meyveler büyür, tomurcuklar oluşur
C. Tohumlar düşer, çiçekler açar, tomurcuklar oluşur
D. Tohumlar düşer, çiçekler ölür, meyveler büyür","Tomurcuklar oluşur, çiçekler açar, meyveler büyür","A. Tomurcuklar oluşur, çiçekler açar, meyveler büyür
Soru: Bir cümleyi okuyan bir öğrenci, cümlenin anlamını anlamak için hangi beceriyi kullanmalıdır?",False
"Hangi aktivite iyi bir sağlık alışkanlığına örnektir?
Şıklar:
A. kasksız bisiklete binmek
B. sigara içmek
C. güneşteyken şapka takmak
D. kirli ellerle yemek yemek",güneşteyken şapka takmak,"C. güneşteyken şapka takmak

Bu cevap, güneşteyken şapka takmanın iyi bir sağlık alışkanlığı olduğunu gösteriyor çünkü güneş ışınlarının cilt kanseri risk",False
"Bir kızartma tavasının sapı genellikle kauçukla kaplanır çünkü kauçuk
Şıklar:
A. ısı yalıtımı sağlar.
B. elektrik iletimi sağlar.
C. düşük bir erime noktası sağlar.
D. yapışmaz bir yüzey sağlar.",ısı yalıtımı sağlar.,"D. yapışmaz bir yüzey sağlar. Kauçuk kaplama, kızartma tavasının sapında ısı transferini azaltarak ısı yalıtımı sağlar ve aynı zamanda yapışmaz bir yüzey oluşturarak",False
