question,true_answer,predicted_answer,is_correct
"Hangisi bir deneyin tekrarlanan denemelerinin yapılmasının neden önemli olduğunu en iyi şekilde açıklar?
Şıklar:
A. sonuçları doğrulamak için
B. farklı sonuçlar elde etmek için
C. diğer bilim insanlarının sonuçlarını çürütmek için
D. aynı sonuçları farklı bir şekilde elde etmek için",sonuçları doğrulamak için,A. sonuçları doğrulamak için.,False
"Aşağıdakilerden hangisi elementlerin bir özelliğidir?
Şıklar:
A. Asitlerle reaksiyona girdiklerinde parçalanırlar.
B. Elektrik akımı ile değiştirilebilirler.
C. Her zaman metaldirler.
D. Daha küçük maddelere bölünemezler.",Daha küçük maddelere bölünemezler.,D. Daha küçük maddelere bölünemezler.,False
"Tenyalar köpeklerin bağırsaklarında yaşar ve köpeğin yediği yiyeceklerden besinleri emer. Bu ilişkinin sonucunu en iyi hangisi açıklar?
Şıklar:
A. Hem köpek hem de tenya hastalanır.
B. Köpek hastalanır ve tenya fayda sağlar.
C. Tenya ve köpek birbirlerinin hayatta kalmasına yardımcı olur.
D. Tenya köpeğin hayatta kalmasına yardımcı olur.",Köpek hastalanır ve tenya fayda sağlar.,D. Tenya köpeğin hayatta kalmasına yardımcı olur.,False
"Aşağıdakilerden hangisi hem Dünya'da hem de Ay'da bulunabilir?
Şıklar:
A. Tepeler
B. Kalın atmosfer
C. Gök gürültülü fırtınalar
D. Okyanuslar",Tepeler,"D. Okyanuslar (Dünya ve Ay'ın her ikisinde de okyanuslar bulunmamaktadır ancak bu sorunun anlamı, her iki yerde de bulunabilen bir unsur sorulmaktadır. Bu nedenle doğru cevap D. Okyanuslar değil, aslında yanıltıcıdır. Ancak bu soruda verilen seçeneklerin içinde doğru cevap D. Okyanuslar.)",False
"Sindirim sistemi yiyecekleri vücudumuzdaki hücreler tarafından kullanılan moleküllere ayırır. Başka hangi vücut sistemi sindirim sisteminin ne kadar hızlı veya yavaş çalışacağını düzenler?
Şıklar:
A. dolaşım sistemi
B. boşaltım sistemi
C. bağışıklık sistemi
D. sinir sistemi",sinir sistemi,A. dolaşım sistemi.,False
"Bir ilaç şirketi baş ağrılarını hafifletmeye yardımcı olacak bir ilaç geliştirdi. Yakın zamanda ilaç şirketi, ilacı kullanabilecek az sayıda insanda ilacın mide bulantısına neden olabileceğini keşfetmiştir. İlaç şirketinin izleyebileceği en etik yol hangisidir?
Şıklar:
A. İlaç kullanımını durdurmak.
B. İnsanları olası yan etkiler konusunda bilgilendirmek.
C. İnsanlara verilen ilaç miktarını azaltmak.
D. İlacı mide bulantısını önleyen bir ilaç içerecek şekilde değiştirmek.",İnsanları olası yan etkiler konusunda bilgilendirmek.,B. İnsanları olası yan etkiler konusunda bilgilendirmek.,False
"Buharlaşma en yüksek oranda nerede gerçekleşir?
Şıklar:
A. nehirler
B. akarsular
C. haliçler
D. buzullar",haliçler,A. nehirler,False
"Kayalar bazen eski buzulların kanıtlarını gösterir. Buzulların bir zamanlar bir bölgeyi kapladığına dair en iyi işaret hangisidir?
Şıklar:
A. Kayalarda birçok çizik vardır.
B. Kayalar fosil içerir.
C. Kayalar yosunla kaplıdır.
D. Kayalar yeraltının derinliklerindedir.",Kayalarda birçok çizik vardır.,C. Kayalar yosunla kaplıdır.,False
"Eşeyli üreyen bir türün, eşeysiz üreyen bir türe göre ne gibi bir avantajı vardır?
Şıklar:
A. Yavrular arasında daha fazla çeşitlilik vardır.
B. Yavrular ebeveynlerle aynıdır.
C. Üreme için sadece bir ebeveyn gereklidir.
D. Üreme için cinsiyet hücrelerine ihtiyaç yoktur.",Yavrular arasında daha fazla çeşitlilik vardır.,D. Üreme için cinsiyet hücrelerine ihtiyaç yoktur.,False
"Hangi elementin bir atomu, bir klor (Cl) atomundan bir fazla proton içerir?
Şıklar:
A. sülfür (S)
B. argon (Ar)
C. flor (F)
D. brom (Br)",argon (Ar),A. sülfür (S),False
"Bir fen sınıfı iki gruba ayrılmıştır. İlk grup tavanı, duvarları ve zemini kalın halı kaplı bir odada yüksek sesle müzik dinler. İkinci grup odanın dışındadır ancak müziği duymaz çünkü ses
Şıklar:
A. halı tarafından emilir.
B. halı tarafından kırıldı.
C. halı tarafından yansıtılır.
D. Halı tarafından güçlendirilmiş.",halı tarafından emilir.,A. halı tarafından emilir.,False
"Fotosentez ne üretir?
Şıklar:
A. karbondioksit ve nitrojen
B. şeker ve karbondioksit
C. oksijen ve nitrojen
D. şeker ve oksijen",şeker ve oksijen,D. Karbond,False
"Bir hava kütlesi tropik bölgelerden Pasifik Okyanusu üzerinden kuzeye ve ardından Amerika Birleşik Devletleri üzerinden doğuya doğru hareket eder. Hangi hava modeli beklenebilir?
Şıklar:
A. serin ve kuru
B. sıcak ve kuru
C. serin ve ıslak
D. sıcak ve ıslak",sıcak ve ıslak,"C. Bir topun düşmesi
Soru 14: Aşağıdaki süreçlerden hangisi yer kabuğunda oluşur?
Şıklar:
A",False
"Sıcak nesneler hangi durumda soğumaya başlar?
Şıklar:
A. Daha soğuk hava nesneye aktarılırsa.
B. Nesnedeki enerji çevredeki havaya aktarılırsa.
C. Nesnedeki atomlar havadaki oksijen ile reaksiyona girerse.
D. Nesnedeki enerji havadaki enerjiyi yok ederse.",Nesnedeki enerji çevredeki havaya aktarılırsa.,B. Nesnedeki enerji çevredeki havaya aktarılırsa.,False
"Bir çocuk dik, karla kaplı bir tepeden aşağı kızakla inerken meydana gelen enerji değişimlerini en iyi hangi ifade açıklar?
Şıklar:
A. Kinetik enerji azalır ve potansiyel enerji artar.
B. Kinetik enerji artar ve potansiyel enerji azalır.
C. Hem potansiyel enerji hem de kinetik enerji azalır.
D. Hem potansiyel enerji hem de kinetik enerji artar.",Kinetik enerji artar ve potansiyel enerji azalır.,B. Kinetik enerji artar ve potansiyel enerji azalır.,False
"Fotosentez sürecinde yeşil bitkiler güneş ışığından gelen enerjiyi kullanarak hangi ürünü oluşturur?
Şıklar:
A. karbondioksit
B. klorofil
C. şeker
D. DNA",şeker,C. şeker.,False
"Aşağıdakilerden hangisi tek hücreli ve çok hücreli organizmaların ortak özelliğidir?
Şıklar:
A. eşeyli üreme
B. özelleşmiş hücreler
C. organ sistemleri
D. atık üretimi",atık üretimi,"C. Bitkiler
Soru: Aşağıdaki terimlerden hangisi biyolojide bir organizmanın yaşadığı ortamı ifade eder?
Şıklar:
A. Habitat
B. Ekosistem
C. Biyom",False
"Bunlardan hangisi en az yerçekimsel çekime neden olur?
Şıklar:
A. 2 metre arayla iki 2g nesne
B. 4 metre arayla iki 2g nesne
C. 6 metre aralıklı iki 1g nesne
D. 8 metre arayla iki 1g nesne",8 metre arayla iki 1g nesne,"A. 2 metre arayla iki 2g nesne. (Yer çekimi kuvveti, nesnelerin kütlesi ve aralarındaki mesafeyle orantılıdır. İki 2g nesne 2 metre arayla olduğunda yer çekimi kuvveti daha az olur.)",False
"Bir öğrenci, düz bir yüzey üzerindeki bir taş bloğa bilinen bir kuvvet uygulandığında bloğun ivmesini ölçer. Bloğun kütlesini tam olarak hesaplamak için hangi ek bilgilere ihtiyaç vardır?
Şıklar:
A. bloğun yoğunluğu
B. sürtünme miktarı
C. yüzeyin kütlesi
D. hareket yönü",sürtünme miktarı,A. bloğun yoğunluğu ve B. sürtünme miktarı. (Her iki bilgi de bloğun kütlesini hesaplamak için gereklidir.),False
"Bizonlar otlayan hayvanlardır. Çayırlarda ot yiyerek dolaşırlar. Eğer bir bölgede çok fazla bizon olsaydı, muhtemelen
Şıklar:
A. daha az bizon avcısı olurdu.
B. diğer birçok büyük otlayan hayvan olurdu.
C. uzun çalılar ve birçok ağaç olurdu.
D. daha az ot ve daha çok çıplak toprak olurdu.",daha az ot ve daha çok çıplak toprak olurdu.,D. daha az ot ve daha çok çıplak toprak olurdu.,False
"Hangi ifade bakır elementi hakkında bir görüştür?
Şıklar:
A. Bakır iyi bir elektrik iletkenidir.
B. Gümüş ile karıştırılmış bakır pahalıdır.
C. Bakır dövülerek birçok şekle sokulabilir.
D. Bakır mükemmel bir ısı iletkenidir.",Gümüş ile karıştırılmış bakır pahalıdır.,A. Bakır iyi bir elektrik iletkenidir.,False
"Aşağıdakilerden hangisi Dünya dışındaki gezegenlerin yörüngesinde dolanırken bilgi toplamak için tasarlanmış pilotsuz bir uzay aracıdır?
Şıklar:
A. uzay sondası
B. uzay mekiği
C. uzay istasyonu
D. uzay teleskopu",uzay sondası,A. uzay sondası,False
"İnsan nüfusu her geçen gün artıyor. Nüfustaki bu artış, insanların geçimini sağlayan doğal kaynakları nasıl etkiliyor?
Şıklar:
A. Kaynak arzını artırır.
B. Kaynak miktarını azaltır.
C. Kaynaklar için daha az taleple sonuçlanır.
D. Kaynakların kalitesini artırır.",Kaynak miktarını azaltır.,B. Kaynak miktarını azaltır.,False
"Bir parti dükkanı evlere ve işyerlerine helyum dolu balonlar dağıtmaktadır. Dükkan sahipleri, sıcak yaz günlerinde balonları yalnızca dörtte üç oranında şişirmeleri gerektiğini deneyimleriyle fark etmiştir. Soğuk kış günlerinde ise balonları tamamen şişirebilmektedirler. Bu gözlemi açıklayan en iyi hipotez aşağıdakilerden hangisidir?
Şıklar:
A. Helyum gazı kış mevsiminde daha aktiftir.
B. Balonların dışındaki hava balonların içine sızar.
C. Sıcaklık arttıkça balonlardaki helyum genleşir.
D. Yaz aylarında dış ortam hava basıncı iç ortam hava basıncından daha düşüktür.",Sıcaklık arttıkça balonlardaki helyum genleşir.,D. Yaz aylarında dış ortam hava basıncı iç ortam hava basıncından daha düşüktür.,False
"Havanın rengi yoktur ve görülemez, ancak yine de yer kaplar. Havanın yer kapladığını göstermek için ne yapılabilir?
Şıklar:
A. bulutların oluşumunu gözlemlemek
B. hava sıcaklığını ölçmek
C. bir plaj topunu veya balonu şişirmek
D. Bir bardağı su ile doldurmadan önce ve doldurduktan sonra tartmak",bir plaj topunu veya balonu şişirmek,C. bir plaj topunu veya balonu şişirmek.,False
"Bunlardan hangisi bir kişiye ebeveynlerinden miras kalır?
Şıklar:
A. kısa saç
B. uzun kollar
C. delinmiş kulaklar
D. bacakta yara izi",uzun kollar,"D. bacakta yara izi. (Mirastaki özellikler genetik faktörlerden ziyade kazalar, yaralanmalar veya hastalıklar nedeniyle ortaya çıkabilir.)",False
"İki kişinin akraba olup olmadığını belirlemenin en iyi yolu aşağıdakilerden hangisidir?
Şıklar:
A. Kan gruplarını karşılaştırın.
B. El yazılarını karşılaştırın.
C. Genlerini karşılaştırın.
D. Parmak izlerini karşılaştırın.",Genlerini karşılaştırın.,C. Genlerini karşılaştırın.,False
"Hangisi yenilenebilir bir kaynaktır?
Şıklar:
A. yağ
B. kömür
C. ağaçlar
D. alüminyum",ağaçlar,"C. ağaçlar (Yenilenebilir kaynaklar, tükenmeyen doğal kaynaklardır. Ağaçlar yenilenebilir bir kaynaktır çünkü yeniden büyüyebilirler.)",False
"Hangi eylem şekerin yeni bir madde oluşturmasına neden olur?
Şıklar:
A. ocakta şeker pişirmek
B. bir elekten şeker dökmek
C. bir küp şekeri suda çözmek
D. bir küp şekeri parçalara ayırmak",ocakta şeker pişirmek,D. bir küp şekeri parçalara ayırmak.,False
"Missy ve Ethan maddedeki değişim türlerinin örneklerini tartıştılar. Hangi örnekte kimyasal bir değişim gerçekleşiyor?
Şıklar:
A. Bir metal parçasının ikiye kesilmesi.
B. Bir buz küpünün tezgahın üzerinde erimesi.
C. Bir kampçının yanan ateşin üzerinde şekerleme kızartması.
D. Bir fırıncının hamur yapmak için un ve şekeri karıştırması.",Bir kampçının yanan ateşin üzerinde şekerleme kızartması.,D. Bir fırıncının hamur yapmak için un ve şekeri karıştırması.,False
"Bir öğrenci fen laboratuvarında bir deneye ne zaman güvenle başlayabilir?
Şıklar:
A. talimatları okuduktan sonra
B. Laboratuvar ekipmanınızı kontrol ettikten sonra
C. laboratuvar öğretmeni başlamanızı söyledikten sonra
D. laboratuvar öğretmeni talimatları okuduktan sonra",laboratuvar öğretmeni başlamanızı söyledikten sonra,C. laboratuvar öğretmeni başlamanızı söyledikten sonra.,False
"Ökaryot olarak sınıflandırılan organizmalar Arkebakteri olarak sınıflandırılan organizmalardan nasıl farklıdır?
Şıklar:
A. Hepsi çok hücrelidir.
B. Hepsi cinsel yolla ürer.
C. Hepsi kendi yiyeceklerini üretir.
D. Hepsinin zara bağlı çekirdekleri vardır.",Hepsinin zara bağlı çekirdekleri vardır.,"D. Hepsinin zara bağlı çekirdekleri vardır. (Ökaryotlar, Arkebakteriler ile karşılaştırıldığında zara bağlı çekirdekleri ile farklılık gösterir.)",False
"Bir tarım alanından gelen gübre bir nehre akar. Nehir bu gübreden gelen besin maddelerini taşır ve bir okyanus körfezine bırakır. Besin maddeleri körfeze girdikten sonra, suyu izleyen bilim insanları büyük olasılıkla bu çözünmüş gazlardan hangisinde bir azalma görecektir?
Şıklar:
A. Oksijen
B. azot
C. karbondioksit
D. karbon monoksit",Oksijen,"C. Hayvanların çoğunda bulunur. (Oksijen taşıyan bir molekül olan hemoglobin, tüm hayvanlarda bulunur.)",False
"DNA'da sitozinin tamamlayıcı bazı nedir?
Şıklar:
A. urasil
B. timin
C. guanin
D. adenine",guanin,"D. adenine (Adenin, sitozinin tamamlayıcısıdır.)",False
"Hangi ifade Ay'ın fiziksel bir özelliğini doğru olarak tanımlar?
Şıklar:
A. Ay sıcak gazlardan oluşmuştur.
B. Ay birçok kraterle kaplıdır.
C. Ay'da birçok sıvı su kütlesi vardır.
D. Ay kendi ışığını yayma yeteneğine sahiptir.",Ay birçok kraterle kaplıdır.,B. Ay birçok kraterle kaplıdır.,False
"İnsanlarda organlar ve organ sistemleri ne zaman gelişmeye başlar?
Şıklar:
A. döllenmeden önce
B. doğumdan önce
C. çocukluk döneminde
D. yetişkinlik döneminde",doğumdan önce,C. çocukluk dönemde,False
"Katı fazdaki su, molekülleri sıvı fazdaki belirli sıcaklıklardaki sudan daha uzak tutan bir kristal yapıya sahiptir. Bu ilişki hangi özelliği açıklar?
Şıklar:
A. buzda sıvı suya göre daha fazla safsızlık bulunması
B. buzun sıvı su üzerinde yüzebilme yeteneği
C. sıvı su buza dönüştüğünde ısının açığa çıkması
D. sıvı suyun buz üzerinden akarken soğuması",buzun sıvı su üzerinde yüzebilme yeteneği,C. sıvı su buza dönüştüğünde ısının açığa çıkması.,False
"X Şirketi her yıl 100 özel otobüs üretmektedir. Y şirketi ise her yıl tek tip otobüsten 10.000 adet üretmektedir. Bir müşterinin Y şirketi yerine X şirketinden otobüs satın almasının en olası nedeni aşağıdakilerden hangisidir?
Şıklar:
A. otobüs maliyetini düşük tutmak için
B. otobüsün değiştirilmesinin kolay olmasını sağlamak için
C. Otobüsün nasıl inşa edileceği hakkında fikir vermek
D. insanların otobüsü nasıl kullanacaklarını bilmelerini sağlamak",Otobüsün nasıl inşa edileceği hakkında fikir vermek,A. otobüs maliyetini düşük tutmak için.,False
"Bazı mantarların besin kaynağı nedir?
Şıklar:
A. güneş ışığı
B. oksijen
C. karbondioksit
D. ölü organizmalar",ölü organizmalar,D. ölü organizmalar.,False
"Voyager ve Galileo uzay araçlarından gelen görüntüler, Europa'nın buzdan bir yüzeyin altında sıvı bir okyanusa sahip olduğunu ve bunun kısmen hangi olaylar tarafından üretilen ayırt edici, yüzey çatlama desenlerinden kaynaklandığını kanıtlamaktadır?
Şıklar:
A. volkanik patlamalar
B. tektonik hareketler
C. asteroit çarpmaları
D. güneş patlamaları",asteroit çarpmaları,B. tektonik hareketler,False
"1903 yılında Mary Anderson ilk ön cam sileceğini icat etti. Bu icat büyük olasılıkla insanlara nasıl yardımcı oldu?
Şıklar:
A. İnsanların daha az gaz kullanmasına yardımcı oldu.
B. İnsanların çok hızlı araç kullanmasını engelledi
C. İnsanların araba satın almasını kolaylaştırdı.
D. Arabaların kötü hava koşullarında daha güvenli sürülmesini sağladı.",Arabaların kötü hava koşullarında daha güvenli sürülmesini sağladı.,D. Arabaların kötü hava koşullarında daha güvenli sürülmesini sağladı.,False
"Hayvanlarda döllenme sırasında aşağıdakilerden hangisi gerçekleşir?
Şıklar:
A. sperm ve yumurta üretimi
B. sperm ve yumurtanın birleşmesi
C. yumurta bölünmesi
D. embriyo gelişimi",sperm ve yumurtanın birleşmesi,B. sperm ve yumurtanın birleşmesi.,False
"Bu insan faaliyetlerinden hangisi büyük olasılıkla ozon tabakasının incelmesine yardımcı olmuştur?
Şıklar:
A. hidroelektrik santralleri inşa etmek
B. gübrelenmiş çiftlik alanlarından akış
C. fosil yakıtların yakılması
D. aerosol kutularından kloroflorokarbon salınımı",aerosol kutularından kloroflorokarbon salınımı,D. aerosol kutularından kloroflorokarbon salınımı.,False
"Bilim insanları birkaç farklı coğrafi bölgede büyük ağızlı levrek popülasyonlarını inceledi. Her popülasyondaki balıkların boyutu, sayısı ve ağırlığı hakkında bilgi kaydettiler. Bu verileri kaydetmek için aşağıdakilerden hangisi en uygun olacaktır?
Şıklar:
A. bir harita
B. bir diyagram
C. bir çizelge
D. bir grafik",bir çizelge,C. bir çizelge,False
"Yağış büyük olasılıkla gökyüzünün hangi durumunda olabilir?
Şıklar:
A. açık ve güneşli
B. kısmen güneşli
C. kalın, kara bulutlu
D. beyaz, kabarık bulutlu","kalın, kara bulutlu","C. kalın, kara bulutlu.",False
"Borun iki formu doğal olarak oluşur: bor-10 ve bor-11. Atomik kütle birimi (amu) 10 olan bir bor atomu ile atomik kütle birimi (amu) 11 olan bir bor atomu arasında ne gibi bir fark vardır?
Şıklar:
A. nötron miktarı
B. elektron sayısı
C. proton ve nötronların büyüklüğü
D. elektronların ve elektron bulutunun boyutu",nötron miktarı,"B. Sıcaklığı artar
Soru: Bir bitki hücresinde hücre zarının temel işlevi nedir?
Şıklar:",False
"Fen dersinde bir öğrenci 20 mL asit çözeltisi alır. Bakır varlığını tespit etmek için bir maddeye az miktarda asit eklenir. Fazla asit çözeltisi ile ne yapılmalıdır?
Şıklar:
A. Asidi bir çöp kutusuna dökün.
B. Lavaboya dökmeden önce asidi nötralize edin.
C. Asidi öğretmenin stok şişesine geri koyun.
D. Suyun asit çözeltisinden buharlaşmasını bekleyin.",Lavaboya dökmeden önce asidi nötralize edin.,B. Lavaboya dökmeden önce asidi nötralize edin.,False
"Bir araştırmacı bir hücrede zara bağlı yapılar gözlemler. Bu gözleme dayanarak, araştırmacı hücrenin şu şekilde sınıflandırıldığı sonucuna varabilir
Şıklar:
A. bakteri.
B. virüs.
C. prokaryot.
D. ökaryot.",ökaryot.,D. ökaryot. (Araştırmacı hücrede zara bağlı yapılar gözlemliyorsa bu ökaryotik bir hücreye işaret edebilir.),False
"Şiddetli yağmur toprağın yokuş aşağı hızla akmasına neden olabilir. Bu değişime ne denir?
Şıklar:
A. kasırga
B. sel
C. toprak kayması
D. deprem",toprak kayması,"D. Nehirdeki bitki örtüsü
Soru: Sıcaklığın artması, suyun buharlaşması ve atmosferdeki su buharı miktarının azalmasına neden olur. Bu durumun ne denildi",False
"Geri dönüştürülmüş kağıt kullanmak önemlidir çünkü
Şıklar:
A. farklı renklerde gelir.
B. daha pürüzsüz bir görünüme sahiptir.
C. daha az kirlilik yaratır.
D. kesilen ağaç sayısını azaltır.",kesilen ağaç sayısını azaltır.,C. daha az kirlilik yaratır.,False
"Bazı öğrenciler Ay'ın büyüklüğünün Dünya'nın büyüklüğü ile nasıl karşılaştırıldığını göstermek için bir model yapmak istedi. Ay'ı temsil etmesi için bir portakal kullandılar. Aşağıdakilerden hangisi Dünya'yı en iyi temsil eder?
Şıklar:
A. Bir kavun
B. Bir üzüm
C. Bir limon
D. Bir kiraz",Bir kavun,A. Bir kavun.,False
"Ev aletleri elektriği bir veya daha fazla farklı enerji biçimine dönüştürür. Elektrikli bir vantilatör en iyi şekilde elektriği aşağıdakilerden hangisine dönüştürmek olarak tanımlanabilir?
Şıklar:
A. sadece ısı enerjisi
B. ısı enerjisi ve ses enerjisi
C. ısı enerjisi, ses enerjisi ve mekanik enerji
D. ısı enerjisi, ses enerjisi, mekanik enerji ve kimyasal enerji","ısı enerjisi, ses enerjisi ve mekanik enerji","C. ısı enerjisi, ses enerjisi ve mekanik enerji",False
"Hangi iki çevresel değişiklik genellikle belirli hayvanların göç etmesine neden olur?
Şıklar:
A. mevsim değişikliği ve daha az yırtıcı hayvan
B. mevsim değişikliği ve daha az yiyecek
C. habitat kaybı ve daha az yırtıcı hayvan
D. habitat kaybı ve daha fazla yiyecek",mevsim değişikliği ve daha az yiyecek,B. mevsim değişikliği ve daha az yiyecek.,False
"Yaz aylarında, Dünya dönerken Güneş doğrudan Dünya'nın farklı yerlerinde parlar. Maine'de yaz mevsiminde Güneş günün yaklaşık hangi saatinde gökyüzünde en yüksek konumdadır?
Şıklar:
A. sabah 6:00'da.
B. sabah 10:00'da.
C. öğleden sonra 13:00'da.
D. öğleden sonra 15:00'da.",öğleden sonra 13:00'da.,C. öğleden sonra 13:00'da.,False
"Bir laboratuvar deneyi yürütürken, hangi eylem güvenli olmayan bir uygulama olabilir?
Şıklar:
A. Dökülenleri derhal öğretmeninize bildirin.
B. Koruyucu bir göz siperi kullanın.
C. Talimatlara çok dikkat edin.
D. Karıştırılmakta olan kimyasalları koklayın.",Karıştırılmakta olan kimyasalları koklayın.,D. Karıştırılmakta olan kimyasalları koklayın.,False
"Üç özdeş tohum özdeş toprak saksılarına ekilir ve yetiştirilir. Her üç saksı da eşit miktarda güneş ışığı alır. Bitkiler her gün bir kez sulanır. A bitkisine 10 mililitre (mL) su verilir. B bitkisine 20 mL su verilir. C bitkisine 30 mL su verilir. Her bitkinin boyu on gün sonra ölçülür ve kaydedilir. Bu deney hangi soruya cevap olabilir?
Şıklar:
A. Bir bitkinin büyümesi için ne kadar alana ihtiyacı vardır?
B. Bir bitkinin büyümesi için ne kadar toprağa ihtiyacı vardır?
C. Ne kadar su bir bitkinin en uzun boylu olmasını sağlar?
D. Ne kadar güneş ışığı bir bitkinin en uzun boylu olmasını sağlar?",Ne kadar su bir bitkinin en uzun boylu olmasını sağlar?,C. Ne kadar su bir bitkinin en uzun boylu olmasını sağlar?,False
"Yıllar boyunca birçok gökbilimci güneş sistemimizin yavaşça yoğunlaşan bir toz ve gaz bulutundan oluştuğunu düşündü. Yeni kanıtlar, güneş sistemimizin bir nebuladaki kısa ömürlü, büyük yıldızların patlamasıyla oluşmuş olabileceğini gösteriyor. Yeni kanıtların sonucu büyük olasılıkla ne olacak?
Şıklar:
A. Eski hipotez geçerliliğini yitirecektir.
B. Yeni hipotez çelişki nedeniyle reddedilecektir.
C. Eski hipotezin kanıtları göz ardı edilecektir.
D. Eski hipotez revize edilmeden önce kanıtlar doğrulanacaktır.",Eski hipotez revize edilmeden önce kanıtlar doğrulanacaktır.,A. Eski hipotez geçerliliğini yitirecektir.,False
"Mg(OH)2 bileşiğinde kaç element vardır?
Şıklar:
A. 2
B. 3
C. 4
D. 5",3,"C. Memelilerde bulunur
Soru: Aşağıdaki özelliklerden hangisi yalnızca bitkilerde bulunur?
Şıklar:
A. Fotosentez
B. Solungaçlar
C. Kaslı kuyruk
D",False
"Bir örümcek popülasyonunda üç farklı boyut vardır: küçük, orta ve büyük. Büyük örümcekler avcılar tarafından kolayca görülür. Küçük örümcekler yiyecek bulmakta zorlanır. Birçok nesil sonra popülasyona büyük olasılıkla ne olacak?
Şıklar:
A. Orta boy örümcekler en bol olanlarıdır.
B. Büyük örümcekler avcılardan saklanmayı öğrenecektir.
C. Küçük ve orta boy örümcekler en az bulunanlar olacaktır.
D. Küçük ve büyük örümcekler mutasyona uğrayacaktır.",Orta boy örümcekler en bol olanlarıdır.,A. Orta boy örümcekler en bol olanlarıdır.,False
"Hangi kaya türü ayrışma ile oluşur?
Şıklar:
A. magmatik kaya
B. ekstrüzif kaya
C. tortul kayaç
D. metamorfik kayaç",tortul kayaç,C. tortul kayaç.,False
"Hidrosferin litosfer üzerindeki etkilerinden biri nedir?
Şıklar:
A. kayaların aşınması
B. suyun buharlaşması
C. çekirdeğin ısınması
D. kabuğun erimesi",kayaların aşınması,A. kayaların aşınması.,False
"Gübre akışının arttığı bölgelerin çevresinde, bir göl besin zincirindeki tüm heterotrofların sayısında artış görülebilir. İlk artıştan sonra popülasyonlar azalmaya başlar. Büyük olasılıkla hangi olay popülasyonların azalmasına neden olmuştur?
Şıklar:
A. Göle daha fazla yırtıcı hayvan sokuldu.
B. Suda azot gibi besin maddeleri tükenmiştir.
C. Organizmalar için üreme mevsimi sona erdi.
D. Ayrışan algler çözünmüş oksijen miktarını düşürmüştür.",Ayrışan algler çözünmüş oksijen miktarını düşürmüştür.,B. Suda azot gibi besin maddeleri tükenmiştir.,False
"Deneyler, farelerin yiyecek elde etmek için bir kola basmayı öğrenebildiğini göstermektedir. Bu öğrenme yeteneği, farelerin ___ olanak sağlayarak farelerin vahşi doğada hayatta kalmalarına yardımcı olabilir.
Şıklar:
A. adaptasyonları için en iyi ortamı seçmesine
B. faydalı davranış genlerini yavrularına aktarmasına
C. geçmiş deneyimlerine dayanarak davranışlarını değiştirmesine
D. çevrelerini faydalı şekillerde değiştirebilmesine",geçmiş deneyimlerine dayanarak davranışlarını değiştirmesine,C. geçmiş deneyimlerine dayanarak davranışlarını değiştirmesine.,False
"Bir ekosistemde ölü bitki ve hayvanların geri dönüşümünden en çok hangisi sorumludur?
Şıklar:
A. su
B. bakteriler
C. Balık
D. böcekler",bakteriler,B. bakteriler,False
"Dünya'nın Güneş'e olan uzaklığı, suyun organizmalar için kolayca erişilebilir olmasını sağlar. Bu organizmalar için suyun en önemli özelliği nedir?
Şıklar:
A. donma kabiliyeti
B. özgül ısı kapasitesi
C. sıvı olarak var olma yeteneği
D. yüksek yüzey gerilimi",sıvı olarak var olma yeteneği,C. sıvı olarak var olma yeteneği,False
"Bir bitkinin kökleri bir araba yolundaki çatlaklardan büyüyebilir ve sonunda araba yolunun kırılmasına neden olabilir. Ne tür bir süreç gerçekleşiyor olabilir?
Şıklar:
A. erozyon
B. soyulma
C. ayrışma
D. sedimantasyon",ayrışma,"C. Ekolojik dengenin bozulması
Soru: Aşağıdaki ifadelerden hangisi doğru bir açıklamadır?
Şıklar:
A. Güneş, Dünya'nın etrafında döner.
B. Ay, Dünya'nın etrafında döner.
C. Dünya, Güneş'in etrafında döner.
D. Dünya, Ay",False
"Akkor ampul filamanları, ampulün düşük yoğunluklu, reaktif olmayan bir gazla doldurulmasıyla en iyi şekilde korunur. Bu gaz büyük olasılıkla periyodik tablodaki hangi element grubundan seçilmiştir?
Şıklar:
A. 1 (1A)
B. 2 (2A)
C. 17 (7A)
D. 18 (8A)",18 (8A),B. 2 (2A) - Neon (Ne) gazı ampuller için en sık kullanılan gazdır.,False
"Yeni bilgiler elde edildiğinde bilim insanları genellikle vardıkları sonuçları değiştirirler. Yeni bilgiler elde edildiği için hangi ifade değiştirildi?
Şıklar:
A. Ay uzaydadır.
B. Bitkiler kendi yiyeceklerini yaparlar.
C. Güneş Dünya'nın etrafında döner.
D. Kağıt ürünleri ahşaptan elde edilir.",Güneş Dünya'nın etrafında döner.,C. Güneş Dünya'nın etrafında döner. (Yeni bilgiler elde edildikçe güneşin Dünya etrafında döndüğü sonucunun değişebileceği varsayımı),False
"Bilim insanları araştırmalarının sonuçlarını gözden geçirmeleri için başkalarına sunarlar çünkü
Şıklar:
A. insanların bilimsel süreç hakkında bilgilendirilmesi gerekmektedir.
B. veriler genellikle birden fazla açıklamayı destekler.
C. diğer bilim insanlarını araştırmayı tekrarlamaktan caydırır.
D. araştırmacıların kredi almasını sağlar.",veriler genellikle birden fazla açıklamayı destekler.,B. veriler genellikle birden fazla açıklamayı destekler.,False
