question,true_answer,predicted_answer,is_correct
"[başlık] Pico de gallo nasıl yapılır [başlık] Domatesleri küp küp doğrayın ve geniş bir kaseye koyun. [adım] Pico de gallo için en iyi domates erik domatesidir. Harika bir tada, etli bir dokuya sahiptirler ve diğer domates türlerine göre daha az sıvı içerirler.
Şıklar:
A. [alt adımlar] Parlak kırmızı ve dokunulduğunda sert olan erik domatesleri arayın. Çok fazla sıvı içerdikleri ve pico de gallo'yu sulandıracağı için aşırı olgun domatesleri kullanmayın.
B. [alt adımlar] İnce doğranmamış domatesler tavada kızartmada kullanılabilir. Salata sosu olarak saklanan veya satılan kurutulmuş meyveler, doğranmış domateslerin yerine kullanılabilir.
C. [alt adımlar] Doğranmış domateslerin eklenmesi yemeğe topraksı, dokulu bir görünüm de verecektir, bu da salsayı genişletmek için önemlidir. Sarımsak dişleri de daha fazla lezzet üretir ancak daha az yoğunluk sağlar.
D. Yerel kaynaklı domatesleri çoğu markette bulabilirsiniz. [alt adımlar] Doğranmış domatesleri değiştirecekseniz, daha az sıvıya sahip oldukları için daha küçük domatesler kullanın.",[alt adımlar] Parlak kırmızı ve dokunulduğunda sert olan erik domatesleri arayın. Çok fazla sıvı içerdikleri ve pico de gallo'yu sulandıracağı için aşırı olgun domatesleri kullanmayın.,A. [alt adımlar] Parlak kırmızı ve dokunulduğunda sert olan erik domatesleri arayın. Çok fazla sıvı içerdikleri ve pico de gallo'yu sulandıracağı için aşırı olgun domatesleri kullanmayın.,False
"Bir arabanın önünde duran bir kadın yakından görülüyor. kadın
Şıklar:
A. arabanın etrafını tavalar ve üzerine boya döker.
B. Arabanın önünde eğilir ve bir paçavra parçasını bir kovaya batırır.
C. daha sonra bir lastiği kaldırır ve kendi etrafında dönmeye başlar ve işi bittiğinde vitesleri gösterir.
D. bir alet tutuyor ve yağı arabanın her yerine yaymaya başlıyor.",Arabanın önünde eğilir ve bir paçavra parçasını bir kovaya batırır.,D. bir alet tutuyor ve yağı arabanın her yerine yaymaya başlıyor.,False
"[header] Hayatınıza daha fazla kahkaha nasıl katabilirsiniz? [title] Kahkahanın faydalarından yararlanın. [adım] Hemen belli olmasa da çoğu durumda bazı komik anlar yaşanır. Her durumda komik olanı bulabilmek, hissettiğiniz her türlü stresi veya gerginliği azaltabilir.
Şıklar:
A. Kahkaha aynı zamanda anjinin neden olduğu zorluklarla, arzularla veya kırgınlıklarla başa çıkmanıza da yardımcı olabilir. [alt adımlar] Şu anda komik olana odaklanmayın.
B. Daha fazla kahkaha atan insanların yanında olduğunuzda kendinizi çok daha rahat hissedeceksiniz. [alt adımlar] Kahkaha, öz değer duygusu oluşturmada güçlü bir araç olabilir.
C. İnsanlar güldüklerinde başarı duygusunu yaşama olasılıkları daha yüksektir. Birlikte gülmenin olumlu yönlerini geliştirin.
D. Ayrıca genel başarınıza ve mutluluğunuza da katkıda bulunabilir. [alt adımlar] Örneğin, düşüp dirseğinizi sürttüğünüzde, yaralanmaya veya yırtık giysilere odaklanmayın.","Ayrıca genel başarınıza ve mutluluğunuza da katkıda bulunabilir. [alt adımlar] Örneğin, düşüp dirseğinizi sürttüğünüzde, yaralanmaya veya yırtık giysilere odaklanmayın.","B. Daha fazla kahkaha atan insanların yanında olduğunuzda kendinizi çok daha rahat hissedeceksiniz. [alt adımlar] Kahkaha, öz değer duygusu oluşturmada güçlü bir araç olabilir.",False
"[başlık] Kobra sigortasına nasıl kaydolulur? [başlık] Doğru plan türüne sahip olduğunuzu doğrulayın. [adım] Medicare ve medicaid'in aksine, kobra federal bir sigorta programı değildir. Bunun yerine, ani bir sigorta kapsamı kaybından sonra sahip olabileceğiniz herhangi bir özel sigortayı korumanıza izin veren federal bir yasadır.
Şıklar:
A. [alt adımlar] Kobra politika listesinde listelenen planları inceleyin ve her planın doğru miktarda kapsama sahip olduğundan emin olun. [title] Kağıt üzerinde bir form oluşturun ve gerekli bilgilerinizi yazın.
B. [alt adımlar] Ani bir sigorta kapsamı kaybı, primlerinizin düşündüğünüzden daha yüksek olmasına neden olabilir. Cobra primleri izlemeye başladığında, seçeneklerinizi biriktirmeyi beklediğiniz süreye kadar daraltabilir.
C. Bu, sigorta poliçelerinizi değiştirmeniz gerektiği anlamına gelir. [alt adımlar] Cobra'ya kaydolmayı denemeden önce sigorta şirketinizle veya yerel sigorta şirketinizle iletişime geçin.
D. Kobraya hak kazanmak için işvereninizin sunduğu bir grup planının parçası olmanız gerekir. [alt adımlar] İşverenin sağladığı sağlık hizmetlerinin büyük çoğunluğu niteliklidir.",Kobraya hak kazanmak için işvereninizin sunduğu bir grup planının parçası olmanız gerekir. [alt adımlar] İşverenin sağladığı sağlık hizmetlerinin büyük çoğunluğu niteliklidir.,"B. [alt adımlar] Ani bir sigorta kapsamı kaybı, primlerinizin düşündüğünüzden daha yüksek olmasına neden olabilir. Cobra primleri izlemeye başladığında, seçeneklerinizi biriktirmeyi beklediğiniz süreye kadar daraltabilir.",False
"Fransız cilalama tekniğini göstermek için altıgen ahşap bir masayı cilalayan mavi lateks eldiven giyen bir kişi var. Masanın üst yüzeyini dairesel hareketlerle cilalamak için cila süngeri kullanıyor. O
Şıklar:
A. aynı sığ kolsuz manşon tekniğiyle ahşap yüzeydeki herhangi bir kalıntı veya kiri kasıtlı olarak çıkarmaya dikkat ediyor.
B. ahşap yüzeye balmumu döküp aleti keskinleştirmek.
C. ahşap masa yüzeyini temizler ve masa tablasını cila ile boyamak için özel olarak bir sv kullanır.
D. daha sonra masa yüzeyi üzerinde yukarı ve aşağı hareket ederek onu parlak hale getirir.",daha sonra masa yüzeyi üzerinde yukarı ve aşağı hareket ederek onu parlak hale getirir.,A. aynı sığ kolsuz manşon tekniğiyle ahşap yüzeydeki herhangi bir kalıntı veya kiri kasıtlı olarak çıkarmaya dikkat ediyor.,False
"[başlık] Fısıltı nasıl kullanılır [başlık] Fısıltı uygulamasını uygulama mağazasından veya Google Play'den indirin. [adım] Uygulama çoğu cihazda ücretsizdir ve ios ve android cihazlarda çalışır. [alt adımlar] Bilgisayarınızı kullanıyorsanız web sitesine gidebilir ve akıllı telefonunuza bir indirme bağlantısı gönderebilirsiniz.
Şıklar:
A. [title] Fısıltıyı yüklemek istediğiniz dosyaya dokunun. [adım] Uygulamayı yüklemek için ""yükle""ye dokunun.
B. Web siteleri, göz atabileceğiniz birçok fısıltı veya sırrın yanı sıra uygulamalarıyla ilgili bilgileri de görüntüler. Ne yazık ki, web sitelerinde görüntülenen sırları yayınlayamaz veya bunlara yorum yapamazsınız.
C. Uygulama mağazası, genellikle ücretsiz ve ücretli olmak üzere çeşitli seçenekler içerir. [title] Fısıltıyı başlatmak için ""oynat"" düğmesine dokunun.
D. Uygulamayı ios cihazlarına App Store veya Google Play'den indirebilirsiniz. [başlık] ""Uygulamalar ve özellikler"" altında fısıltıyı açın.","Web siteleri, göz atabileceğiniz birçok fısıltı veya sırrın yanı sıra uygulamalarıyla ilgili bilgileri de görüntüler. Ne yazık ki, web sitelerinde görüntülenen sırları yayınlayamaz veya bunlara yorum yapamazsınız.","C. Uygulama mağazası, genellikle ücretsiz ve ücretli olmak üzere çeşitli seçenekler içerir. [title] Fısıltıyı başlatmak için ""oynat"" düğmesine dokunun.",False
"[header] Duş perdesi nasıl temizlenir [title] Duş perdesini veya astarını çamaşır makinenize yerleştirin. [adım] Başlamak için banyonuzun duvarından duş perdesini çıkarın. Daha sonra çamaşır makinenize yerleştirin.
Şıklar:
A. Suyla doldurun ve suyun ayrı ayrı dişlere akması için duş perdesini veya astarını hafifçe çalkalayın. Suya kabartma tozu ekleyin ve kabartma tozunu çıkarmak için duş perdesini ve astarını çalkalayın.
B. Çamaşır makinesini ılık suyla doldurun ve suyun sıçramamasına dikkat edin. Toz ve kirin perdenin üstünden düşmesini önlemek için perdeyi bir çerçeveye veya montaj yüzeyine sabitleyebilirsiniz.
C. [alt adımlar] Duş perdesini çamaşır makinenize yerleştirmeden önce üzerinde bulunabilecek metal kancaları çıkardığınızdan emin olun. [başlık] Çamaşır makinesine bir veya iki havlu yerleştirin.
D. Perdeyi çalkalamak için soğuk su kullanın ancak kapağı sıkmayın. Bu, içerik döküldüğünde duş perdesinin durulanmasını kolaylaştıracaktır.",[alt adımlar] Duş perdesini çamaşır makinenize yerleştirmeden önce üzerinde bulunabilecek metal kancaları çıkardığınızdan emin olun. [başlık] Çamaşır makinesine bir veya iki havlu yerleştirin.,B. Çamaşır makinesini ılık suyla doldurun ve suyun sıçramamasına dikkat edin. Toz ve kirin perdenin üstünden düşmesini önlemek için perdeyi bir çerçeveye veya montaj yüzeyine sabitleyebilirsiniz.,False
"Sürat teknesini kullanan maymun tekrar gösteriliyor. Maymun, tekne hareket ederken direksiyon simidinin etrafında daireler çiziyor. maymun
Şıklar:
A. daha sonra tekneyi üç kişinin kendisini beklediği şamandıralara doğru sürüyor.
B. tekneyle sörf yaparken diğer tekneler arka planda gösterilir.
C. teknede dolaşmaya devam ediyor.
D. kürek bıçağını bir kovaya batırır ve dibini yalar.",daha sonra tekneyi üç kişinin kendisini beklediği şamandıralara doğru sürüyor.,A. daha sonra tekneyi üç kişinin kendisini beklediği şamandıralara doğru sürüyor.,False
"[header] Maya nasıl açılır [title] İnstant maya kullanırken tüm bu süreci atlayın. [adım] Hazır maya veya daha küçük taneli ""hızlı kabaran"" maya çeşidinin çiçeklenmesine gerek yoktur ve doğrudan kuru malzemelere eklenebilir. Her zaman aktiftir ve raf ömrü uzundur.
Şıklar:
A. [title] Açık bir anlık maya çekirdeğini ezin. [adım] Bu işi başarmak için olgun veya olgun mayayı yiyin ve onu büyük bir öğüne ekleyin.
B. Bazı profesyonel fırıncılar, anlık maya ve aktif kuru mayanın, taze mayaya kıyasla daha kötü bir tat ürettiğini düşünüyor ancak diğerleri sonuçta hiçbir fark görmüyor. [alt adımlar] Pişirme için asla bira mayası, şampanya mayası veya şarap mayası kullanmayın.
C. [alt adımlar] Islak malzemelere hazır maya eklemeyerek güvende kalın. ""Hızlı kabaran"" yerine kullanılabileceği gibi hazırlanan ekmeğe de ekleyebilirsiniz.
D. Bir kase/kova su ile başlayın. Bir bardak hazır mayayı dökün ve karıştırın.","Bazı profesyonel fırıncılar, anlık maya ve aktif kuru mayanın, taze mayaya kıyasla daha kötü bir tat ürettiğini düşünüyor ancak diğerleri sonuçta hiçbir fark görmüyor. [alt adımlar] Pişirme için asla bira mayası, şampanya mayası veya şarap mayası kullanmayın.","C. [alt adımlar] Islak malzemelere hazır maya eklemeyerek güvende kalın. ""Hızlı kabaran"" yerine kullanılabileceği gibi hazırlanan ekmeğe de ekleyebilirsiniz.",False
"[header] Sıcak havalı fırça kullanarak saç nasıl kıvrılır? [title] Saçınızı hacim veren şampuan ve saç kremiyle yıkayın. [adım] Saçınızı hacim veren ürünler kullanarak hazırlarsanız, özellikle de saçınız doğal olarak düzse, saçınızı kıvırmak çok daha kolay olacaktır. Bu ürünler saçınıza hacim kazandıracak ve saçınızın dokusunu geliştirecektir.
Şıklar:
A. [alt adımlar] Sıcak hava fırçası kullanmak için başınızın tepesinden başlayın ve diğer tarafa geçin. Fırçanın kulaklarınızın arasında olduğundan emin olun ve köklerinize doğru fırçalayın.
B. [alt adımlar] En iyi sonuçları elde etmek için, saçınızı kıvırmadan önce nemli olacak şekilde kurutun. Son dokunuş olarak saç serumu kullanmak da sorun değil.
C. [title] Saçınıza hacim veren ürünler uygulayın. [adım] Saçınıza hacim veren ürünler eklemek, saçınızın sıcak hava fırçası kullanarak elde edeceğiniz kıvrımı ve canlılığı korumasına yardımcı olacaktır.
D. [alt adımlar] Püskürtmeli veya deniz tuzu içermeyen saç güçlendirici şampuanlar satın alabilirsiniz. Düz saçlar için çok yönlü spreyleri veya saç spreyini deneyin.","[title] Saçınıza hacim veren ürünler uygulayın. [adım] Saçınıza hacim veren ürünler eklemek, saçınızın sıcak hava fırçası kullanarak elde edeceğiniz kıvrımı ve canlılığı korumasına yardımcı olacaktır.","C. [title] Saçınıza hacim veren ürünler uygulayın. [adım] Saçınıza hacim veren ürünler eklemek, saçınızın sıcak hava fırçası kullanarak elde edeceğiniz kıvrımı ve canlılığı korumasına yardımcı olacaktır.",False
"[header] Arkadaşlık bölgesinden nasıl kaçılır [title] Buna değip değmeyeceğine karar verin. [adım] Arkadaşlığınızı bir flört ilişkisine dönüştürmeye çalışmak, istenmeyen sonuçlara yol açabilir. İşler yolunda gitmezse arkadaşlık zarar görebilir veya sonuç olarak sona erebilir.
Şıklar:
A. Ayrıca arkadaşlık durumu sosyal medyadan önemli ölçüde etkilenmektedir. Sevdiğiniz arkadaşınızla arkadaş kalmak zor olabilir; özellikle de birbirinizi çok iyi tanımıyorsanız.
B. [alt adımlar] Birleşik Krallık'ın yasal ayarından (rf) cari yıl (rbd), 18. yıl olmalıdır.
C. Bununla başa çıkmak için arkadaşlığın sürmesini isteyip istemediğinize karar vermelisiniz. Birinci ve ikinci sorular: [alt adımlar] Sizi mutsuz eden biri yüzünden incinmeye değer mi? Arkadaşlığınızın sona ereceğini düşünüyorsanız başka bir yere taşınmak isteyebilirsiniz.
D. Aşık olduğunuz kişiyi gerçekten önemsiyorsanız, bu riski almaya istekli olup olmadığınızı düşünün. Arkadaş olarak daha iyi durumda olduğunuza karar verebilir ve beklentilerinizi buna göre ayarlayabilirsiniz.","Aşık olduğunuz kişiyi gerçekten önemsiyorsanız, bu riski almaya istekli olup olmadığınızı düşünün. Arkadaş olarak daha iyi durumda olduğunuza karar verebilir ve beklentilerinizi buna göre ayarlayabilirsiniz.",A. Ayrıca arkadaşlık durumu sosyal medyadan önemli ölçüde etkilenmektedir. Sevdiğiniz arkadaşınızla arkadaş kalmak zor olabilir; özellikle de birbirinizi çok iyi tanımıyorsanız.,False
"Çıplak beton bir zemin gösterilmektedir. döşeme araçları
Şıklar:
A. gösterilir.
B. bir tabloda gösterilmektedir.
C. ve sopa torbaları yere oturtulur.
D. zemini temizlemek için kullanılır.",bir tabloda gösterilmektedir.,A. gösterilir.,False
"Kutular tamamen pişmiş olarak gösterilir ve ardından boş kek masanın üzerine ters çevrilir. Parşömen kağıdı kekin üzerinden soyulur. kek
Şıklar:
A. kızartılır ve karıştırılmak üzere kırmızı sosun altına batırılır.
B. tırtıllı bir bıçakla somun şeklinde dilimlenir.
C. Kare kağıda sarılarak fırına verilir.
D. siyah bir çırpma teli ile işaretlenmiş olanın üzerinde görünür.",tırtıllı bir bıçakla somun şeklinde dilimlenir.,D. siyah bir çırpma teli ile işaretlenmiş olanın üzerinde görünür.,False
"Koyu yeşil gömlekli adam tırmanma duvarına bir kayış ve bağlantı yerleştiriyor ve klipsin içinden bir ip geçiriyor. adam
Şıklar:
A. Karanlık odaya giriyor, bir kayanın üzerine oturuyor, bir ceket alıyor ve nasıl eyer atılacağını gösteriyor.
B. kayış konumunu tersine çevirir ve ipi kayış halkası bağlantısından geçirir.
C. sonunda taşın altına girer ve siyah bir maske takarak dizlerini açarak oturur.
D. Tırmanış alanını geçmektedir ve burası açık bir alandır.",kayış konumunu tersine çevirir ve ipi kayış halkası bağlantısından geçirir.,B. kayış konumunu tersine çevirir ve ipi kayış halkası bağlantısından geçirir.,False
"[başlık] Karaciğer nasıl temizlenir? [başlık] Alkol ve kafein alımını en aza indirin. [adım] Alkol ve kafein, karaciğerinizde toksin biriktiren ve karaciğerinizin düzgün çalışmasını engelleyen en büyük suçlulardan ikisidir. Alkol ve kafeinli içecek alımınızı azaltarak karaciğerinizi temizleyin.
Şıklar:
A. [alt adımlar] Bir rejime başlamadan önce kendinizi yalnızca önerilen miktarda alkolle sınırlayın. İdeal olarak günde yalnızca iki veya üç bardak alkol tüketmelisiniz.
B. Bu maddeler karaciğerinizin daha iyi çalışmasına neden olur ve onu toksinlere daha etkili bir şekilde maruz bırakabilir. [alt adımlar] Alkol alımınızı günde belki iki fincanla sınırlayın.
C. [alt adımlar] Alkol alımınızı günde birden fazla alkollü içecekle sınırlayın. Günde birden fazla alkollü içecek içebiliyorsanız, zaman içinde tüketiminizi yavaş yavaş azaltmayı deneyin.
D. Ancak son araştırmalar kafeinsiz kahvenin yüksek karaciğer enzim seviyelerini düşürmeye yardımcı olabileceğini gösteriyor. Karaciğerinizin yenilenmesine, kendini temizlemesine ve düzgün çalışmasına olanak sağlamak için bu içecekleri alkolsüz içeceklerle değiştirin.","Ancak son araştırmalar kafeinsiz kahvenin yüksek karaciğer enzim seviyelerini düşürmeye yardımcı olabileceğini gösteriyor. Karaciğerinizin yenilenmesine, kendini temizlemesine ve düzgün çalışmasına olanak sağlamak için bu içecekleri alkolsüz içeceklerle değiştirin.",A. [alt adımlar] Bir rejime başlamadan önce kendinizi yalnızca önerilen miktarda alkolle sınırlayın. İdeal olarak günde yalnızca iki veya üç bardak alkol tüketmelisiniz.,False
"Yelkenin her iki yanında kanoya benzer iki gövde bulunan bir motorlu tekne, gün ışığında, iki yanında asılı iki kişiyle okyanusta seyrediyor. görüntü
Şıklar:
A. teknenin geceleri arka plandır.
B. şehirde konuşan bir kadına ve teknede bir adama dönüşür.
C. Krediler gelmeden önce teknenin su üzerindeki görünümü gece görüşüne dönüşüyor ve yalnızca yeşil ve beyaz renkler yansıyor.
D. köle tacirleriyle yapılan ticari bir tur sırasında.",Krediler gelmeden önce teknenin su üzerindeki görünümü gece görüşüne dönüşüyor ve yalnızca yeşil ve beyaz renkler yansıyor.,D. köle tacirleriyle yapılan ticari bir tur sırasında.,False
"[header] Göz kremi nasıl uygulanır [title] Yüzünüzü yıkayın. [adım] Temiz bir yüzeye koyarsanız göz kreminiz daha iyi emilir. Göz kremini sürmeden önce yüzünüzü yıkamaya özen gösterin.
Şıklar:
A. İster gece kremi, ister gündüz kremi, ister her ikisini birden kullanıyor olun, bunu yapın. [alt adımlar] Yüzünüzü yıkamak için ılık su kullanın.
B. Yüzünüzü sabun ve suyla yıkamak aynı zamanda yüzünüzdeki ölü deri hücrelerinin ve kirlerin temizlenmesine de yardımcı olacaktır. Göz kreminizi sürmeden önce yüzünüzü temiz bir havluyla kuruladığınızdan emin olun.
C. Bu, ürünün yere düşmesini önlemeye yardımcı olur. Yerde olabilecek ürünleri çıkarmak için yüzünüzü temiz bir bezle silin.
D. Yüzünüzü nazikçe kurulamak için bir bez veya ellerinizi kullanın. Kremin çoğunu ayıracağından sünger kullanmayın.","İster gece kremi, ister gündüz kremi, ister her ikisini birden kullanıyor olun, bunu yapın. [alt adımlar] Yüzünüzü yıkamak için ılık su kullanın.",B. Yüzünüzü sabun ve suyla yıkamak aynı zamanda yüzünüzdeki ölü deri hücrelerinin ve kirlerin temizlenmesine de yardımcı olur. Göz kreminizi sürmeden önce yüzünüzü temiz bir havluyla kuruladığınızdan emin olun.,False
"Bir kadın kolunun etrafında hulahop çevirirken kameraya konuşuyor. Kadın daha sonra hulahup'u alıp kalçalarının etrafına yerleştirir. kadın
Şıklar:
A. daha sonra konuşmaya devam ederken vücudunu daireler halinde döndürüyor.
B. çemberi birkaç kez sırtının etrafında döndürüyor.
C. hula hoop'un geleneksel şekilde nasıl kullanılacağını gösterir.
D. çemberi iyice döndürür.",hula hoop'un geleneksel şekilde nasıl kullanılacağını gösterir.,C. hula hoop'un geleneksel şekilde nasıl kullanılacağını gösterir.,False
"[başlık] Tavuklu brokoli nasıl pişirilir [başlık] Fırını 190 ° C'ye, gazlı 5 veya 375 ° F'ye önceden ısıtın. [title] Tavuk göğüslerini su ve tereyağıyla dolu bir tencereye koyun. [adım] Onları kaynatın.
Şıklar:
A. Pişene kadar 20 dakika pişirin. Tavukları suda soğumaya bırakın.
B. [title] Tereyağını ekleyin ve kısık ateşte pişirin. [adım] Bezelyeyi, soğanı ve kekiği ekleyin.
C. Tavuk göğüslerini sudan çıkarıp kesme tahtasına dizin. Bunları kurulmuş olan kuru tavaya yerleştirin.
D. [title] Tavuğu derisi kahverengi ve gevrek oluncaya kadar pişirin. [adım] Pişirildikten sonra tavuğu tencereden çıkarın ve birkaç dakika soğumaya bırakın.",Pişene kadar 20 dakika pişirin. Tavukları suda soğumaya bırakın.,D. [title] Tavuğu derisi kahverengi ve gevrek oluncaya kadar pişirin. [adım] Pişirildikten sonra tavuğu tencereden çıkarın ve birkaç dakika soğumaya bırakın.,False
"[header] Denizanası nasıl pişirilir [title] Denizanasını durulayın ve 1 saat soğuk suda bekletin. [adım] Tuzla paketlenmiş 283 g'lık (10 ons) denizanası paketini açın ve soğuk akan su altında durulayın. Denizanasını geniş bir kaseye yerleştirin ve denizanasının tamamen suya batması için içini soğuk suyla doldurun.
Şıklar:
A. Denizanasını 1 saat bekletin. [alt adımlar] Yeterince uzun süre suda bekletildiğinde denizanası esnek hissetmelidir.
B. [alt adımlar] Çok sıcak olduğundan ve denizanası dibe yapışabileceğinden musluk suyu kullanmaktan kaçının. [başlık] Denizanasını 5 ila 10 dakika soğuk suda bekletin.
C. Kabuktan herhangi bir şekilde su akmamalıdır. Bu adımın tamamlanması biraz zaman alabilir.
D. [alt adımlar] Denizananızı, içinde bulunan ve durulama sırasında boşaltılan suyu durulamak için iyice yıkamaya çalışın. Tuzlu suya dahil değilse daha sonra kullanmak üzere buzdolabında saklayın.",Denizanasını 1 saat bekletin. [alt adımlar] Yeterince uzun süre suda bekletildiğinde denizanası esnek hissetmelidir.,B. [alt adımlar] Çok sıcak olduğundan ve denizanası dibe yapışabileceğinden musluk suyu kullanmaktan kaçının. [başlık] Denizanasını 5 ila 10 dakika soğuk suda bekletin.,False
"[header] Seksin daha uzun süre dayanmasını nasıl sağlarsınız [title] Rahatlayın ve kendinizi cesaretlendirin. [adım] Kaygı ve kendinden şüphe duymak, ruh halinin en büyük katilleridir, bu yüzden iyimser olmaya çalışın. Sekse güvenle, kendine saygıyla ve olumlu bir tavırla yaklaşmak hem siz hem de partneriniz için büyük fark yaratabilir.
Şıklar:
A. [alt adımlar] Gündelik seksten kaynaklanan korku, endişe veya kaygının zevkinizi etkilemesine izin vermeyin. Aksine korku, seks yapmanın doğal bir tepkisidir.
B. Seks bitmeden vücudunuzun veya duygularınızın ne gibi olumlu etkileri olacağını kendinize hatırlatmaya çalışın. İlk defa kendinizi gergin hissetmenizde sorun yok ve sorun değil; regl döneminiz başladıktan birkaç gün sonra korkmaktansa şimdi olumlu bir tutum sergilemek daha iyidir.
C. [alt adımlar] Performansınızla ilgili olumsuz düşüncelere takılıp kalmak yerine kendi kendinize şunu düşünün: ""Sam, hızlı bitirmek yaygındır ve kendini küçük düşürmemelisin. Bununla başa çıkabilirsin!"" Kendinize isminizle hitap etmek daha etkili olabilir olumlu kendi kendine konuşma pratiği yaparken.
D. Seksi daha uzun süre ertelemek genellikle iyi değildir. İç enerjinizi kapatmak ve etrafınızdaki dünyayı içine almak için biraz alan bulun.","[alt adımlar] Performansınızla ilgili olumsuz düşüncelere takılıp kalmak yerine kendi kendinize şunu düşünün: ""Sam, hızlı bitirmek yaygındır ve kendini küçük düşürmemelisin. Bununla başa çıkabilirsin!"" Kendinize isminizle hitap etmek daha etkili olabilir olumlu kendi kendine konuşma pratiği yaparken.",B. Seks bitmeden vücudunuzun veya duygularınızın ne gibi olumlu etkileri olacağını kendinize hatırlatmaya çalışın. İlk defa kendinizi gergin hissetmenizde sorun yok ve sorun değil; regl döneminiz başladıktan birkaç gün sonra korkmaktansa şimdi olumlu bir tutum sergilemek daha iyidir.,False
"Adam kaykayını yola koyar ve sürmeye başlar. Adam kameranın yanında durup yeniden konuşmaya başlıyor. adam
Şıklar:
A. Kaykayla bir parkın içinden geçiyor ve mavi arka planda bir köprüye çıkıyor.
B. kaykay sürerken metal kaykayına dokunuyor ve parmaklarıyla konuşuyor.
C. son bir kez kameraya doğru ilerliyor.
D. kamerayı ayarlar ve onu sürmeye devam eder.",son bir kez kameraya doğru ilerliyor.,C. son bir kez kameraya doğru ilerliyor.,False
"[header] Eskort kartlarında konuklara nasıl hitap edilir? [title] Bireysel konuklara tam adlarını kullanarak hitap edin. [adım] Kendi başlarına gelmeyi planlayan misafirlerin yalnızca ad ve soyadlarıyla tanımlanması gerekir. Kişinin diğer konuklarla paylaşılabilecek ortak bir adı varsa ikinci adının baş harfini eklemeyi düşünün.
Şıklar:
A. [alt adımlar] Her kartın göndericisini veya alıcının adını ve soyadını dikkate alın. Birincil veya ortak adları varsa bunu tam adla birlikte ekleyin.
B. [alt adımlar] Hitap etmek istediğiniz konuğun adını kendiniz kullanmak iyi bir fikirdir. Örneğin, bir kütüphane kartı istiyorsanız (ve kartı kullanma izniniz varsa), bunu "" mr.
C. [alt adımlar] Örneğin, yalnız yaşayan biri, özellikle de adı John Smith ise ""sayman jones"" ifadesini eklemek isteyebilir. [title] Misafirleri isimlerine göre tanımlamak için kısa mesajları kullanın.
D. [alt adımlar] Düğününüz resmi olmayan bir kutlama olmayacaksa, kısaltma veya takma ad kullanmayın; "" sam "" yerine "" samantha "" ve "" bill "" yerine "" william "" yazın. Refakatsiz bir misafir için bir eskort kartı basitçe okuyun: ""John b.","[alt adımlar] Düğününüz resmi olmayan bir kutlama olmayacaksa, kısaltma veya takma ad kullanmayın; "" sam "" yerine "" samantha "" ve "" bill "" yerine "" william "" yazın. Refakatsiz bir misafir için bir eskort kartı basitçe okuyun: ""John b.",A. [alt adımlar] Her kartın göndericisini veya alıcının adını ve soyadını dikkate alın. Birincil veya ortak adları varsa bunu tam adla birlikte ekleyin.,False
"[header] Şeker ölçüm cihazı nasıl satın alınır [title] Birincil hedeflerinize öncelik verin. [adım] Bazı şeker ölçüm cihazı modelleri temel okumalar sunar ancak zaman içindeki kayıtları saklamaz. Diğerleri, birkaç ay boyunca tarih ve saat de dahil olmak üzere her okumayla ilgili verileri koruyan hafıza depolamayı içerir.
Şıklar:
A. Şeker ölçüm cihazlarının temel faydası, verilerin genellikle (analitik olarak) birbirleriyle karşılaştırılabilmesidir. Üretici ne kadar fazla veriye izin verirse maliyet de o kadar yüksek olur.
B. Bir okumayı başarılı bir şekilde tamamlamak için yalnızca küçük bir kan örneğine ihtiyaç duyan modeller vardır; bu, kan şekerini günde bir veya daha fazla izlemesi gereken şeker hastalarının faydalı bulacağı bir şeydir. Doğru makineyi seçmek için boyut gibi bir faktör bile önemli olabilir.
C. [alt adımlar] Birincil hedefiniz muhtemelen kandaki glikoz seviyelerini bakterilerin aktivitesinden hesaplamak veya glikozu yemeğinizdeki liflerden hesaplamak olabilir. Bazı şeker ölçüm cihazı modelleri, okumalarınız için l/v bilgi sağlar.
D. Bir şeker ölçüm cihazı satın almadan önce birincil hedeflerinizi belirleyin. Her ölçüm cihazı modeli tam okuma yapmanıza izin vermez.","Bir okumayı başarılı bir şekilde tamamlamak için yalnızca küçük bir kan örneğine ihtiyaç duyan modeller vardır; bu, kan şekerini günde bir veya daha fazla izlemesi gereken şeker hastalarının faydalı bulacağı bir şeydir. Doğru makineyi seçmek için boyut gibi bir faktör bile önemli olabilir.","B. Bir okumayı başarılı bir şekilde tamamlamak için yalnızca küçük bir kan örneğine ihtiyaç duyan modeller vardır; bu, kan şekerini günde bir veya daha fazla izlemesi gereken şeker hastalarının faydalı bulacağı bir şeydir. Doğru makineyi seçmek için boyut gibi bir faktör bile önemli olabilir.",False
